index,expected,predicted,correct,risk,score,semantic_source,llm_confidence,reason
128,True,True,True,high,12,groq_llama,1.0,"Urgency: None | Threat: None | Impersonation: None | Urgency and Threat indicators are missing, but the email contains a provocative and attention-grabbing subject line and body, which is a common tactic used in phishing emails to lure victims into clicking on malicious links or providing sensitive information. | The email does not contain any direct requests for sensitive information, but the provocative content may be used to trick the victim into clicking on a malicious link that could lead to credential theft."
129,True,True,True,high,10,groq_llama,0.8,Urgency: None | Threat: None | Impersonation: None | Language: Informal and promotional | Intent: Sales and promotion
130,False,False,True,low,0,groq_llama,0.0,
131,True,True,True,high,12,groq_llama,0.8,"Urgency is implied by 'very important' | Use of a well-known brand (ROLEX) to create a sense of legitimacy | Use of a generic phrase ('Get the Finest') to create a sense of exclusivity | No direct request for credentials, but may be a phishing attempt to gather information | Sender's email address does not match the name 'Evan Barker'"
132,True,True,True,high,12,groq_llama,0.8,Urgency (Today) | Sense of FOMO (Save up to 85 100) | Lack of personalization ( generic sender name) | Poor grammar and spelling | Potential phishing link (httpresponsibilityportcom)
133,False,False,True,low,0,groq_llama,0.0,The email appears to be a genuine discussion on a Python development mailing list.
134,True,True,True,medium,5,groq_llama,0.5,"Urgency is not explicitly mentioned, but the email tries to create a sense of convenience and attractiveness to order products. | The sender's email address 'vduidbet@bpl-global.com' is not a well-known or reputable company, which could be a sign of impersonation. | The email's language and intent seem to be focused on promoting products, but the sender's email address raises some suspicions."
135,False,False,True,low,0,groq_llama,0.0,
136,True,True,True,high,10,groq_llama,0.8,"Urgency is not explicitly stated, but the subject 'Great power' could be used to create a sense of importance. | The sender's email address 'tengqi@mail.china.com' could be spoofed. | The email contains a suspicious link-less body with a potentially misleading subject."
137,False,False,True,low,0,groq_llama,0.0,
138,True,True,True,medium,5,groq_llama,0.5,"Urgency is not explicitly stated, but the use of 'Alert' and 'FULL STORY' may create a sense of importance. | The email asks the recipient to 'Self check list to determine your financial health', which may be a legitimate request, but it's also a potential social engineering tactic. | The sender's email address 'ARTHUR-refualhc@apcoworldwide.com' does not match the typical CNN email format, which may indicate impersonation. | The email's content and sender's email address raise some suspicions, but they are not strong indicators of phishing."
139,False,False,True,low,0,groq_llama,0.0,
140,False,True,False,medium,5,groq_llama,0.5,"Lack of clear context or purpose in the email | Use of a potentially legitimate email thread to hide malicious intent | The email appears to be a legitimate thread continuation, but the subject line and content suggest a potential attempt to manipulate the recipient's actions."
141,False,False,True,low,0,groq_llama,0.0,
142,False,True,False,high,12,groq_llama,0.9,"Urgency is implied by the subject 'reset 42' | The email asks the user to register their products, which could be a phishing attempt | The email contains a password prompt, which could be a phishing attempt to steal credentials | The email is from a sender that may be impersonating a legitimate company (Network Services) | The email contains suspicious language and prompts that could be used for phishing or credential theft."
143,True,True,True,high,12,groq_llama,0.8,Urgency is implied by the use of 'SpecialPrices' | The email contains a suspicious link that may be a phishing attempt | The email may be attempting to trick the user into revealing sensitive information | The sender's email address is not a standard corporate email address | The email contains a suspicious link and uses language that implies urgency and potential phishing.
144,True,True,True,high,10,groq_llama,0.8,Urgency is implied with 24 hour client support | Use of 'free' as a lure | Implication of a wide range of products (medications) to appeal to a broad audience | Lack of a clear brand name or logo | Unusual email address (bwpigment@dia.net)
145,True,True,True,high,10,groq_llama,0.8,"Urgency is implied with the phrase 'finally achieved' | Emotional appeal with 'satisfied men and their girlfriends' | Guaranteed results with 'gains of up to 13 inches' and 'results are guaranteed' | The sender's email address is not a typical business email address | The email contains language and phrases commonly used in spam and phishing emails, and the sender's email address is suspicious."
146,True,True,True,high,12,groq_llama,0.8,Urgency to refill paperwork | Promise of low-cost medication | No doctor fees or prescriptions needed | Many shipping options available | Use of all capital letters for emphasis
147,False,False,True,low,2,groq_llama,0.0,"{'indicator': ""The sender's email address (cmiqlkx91@hotpop.com) is not a typical email address for a legitimate opensuse community member."", 'confidence': 0.5} | The email is a legitimate discussion on a technical topic, but the sender's email address is suspicious."
148,True,True,True,high,10,groq_llama,0.8,Urgency is implied by the phrase 'Gain a huge cannon for love' | The email uses a romantic theme to manipulate the recipient | The email contains a suspicious link (httpdearbrightcom) | The sender's email address (Pete@hdo.in) may be spoofed | The email's language and content are overly promotional and contain suspicious links.
149,True,True,True,high,10,groq_llama,0.8,Urgency: None | Threat: None | Impersonation: Possible ( Omega replica watch Same quality at lower price ) | Language: Informal and promotional | Intent: Sales or promotion
150,False,False,True,low,0,groq_llama,0.0,
151,False,False,True,low,1,groq_llama,0.0,Sender uses a free email provider | The email appears to be a legitimate discussion about a bug/enhancement request in a Perl project.
152,True,True,True,high,10,groq_llama,0.8,"use of nonsensical subject line | abnormal sender email address | abnormal email body content | abnormal sender email address | The email contains a nonsensical subject line and body content, which may be an attempt to evade spam filters and grab the user's attention. The sender's email address is also abnormal."
153,True,True,True,high,8,groq_llama,0.7,"Urgency is not explicitly stated, but the email is trying to engage the user with a sense of importance by providing a list of top 10 stories. | The email is trying to create a sense of FOMO (fear of missing out) by providing a list of current events. | The email is impersonating CNN.com, but the sender's email address is not a legitimate CNN.com email address. | The email is trying to create a sense of trust by including a link to CNN.com's feedback page and privacy guidelines. | The email is semantically suspicious because it is trying to engage the user with a sense of importance and urgency, and it is impersonating CNN.com without using a legitimate email address."
154,True,True,True,high,12,groq_llama,0.8,"Urgency: None | Threat: None | Impersonation: Tara Elmore claims to be a client, but the email is unsolicited | Language: Informal and misspelled | No direct request for credentials, but may be a phishing attempt"
155,True,True,True,high,12,groq_llama,0.8,"Urgency (immediate download) | Lack of personalization (generic greeting) | Unrealistic offer (cheapest software offer) | Untrustworthy link (httpfrepigolesscom) | No clear indication of credential theft, but the email may be a precursor to a phishing attack"
156,False,False,True,low,0,groq_llama,1.0,The email appears to be a legitimate call for papers for a conference.
157,False,False,True,low,0,groq_llama,1.0,The email appears to be a genuine technical discussion between two individuals.
158,True,True,True,high,12,groq_llama,0.8,"Urgency is implied by the use of 'ValuedCustomer' | The email contains a suspicious link with a long and random-looking URL | The email is trying to create a sense of importance and exclusivity | The email is trying to trick the user into clicking on a link, which could potentially lead to a phishing site | The email is trying to create a sense of urgency, which could lead to the user revealing sensitive information"
159,True,True,True,high,10,groq_llama,0.8,Urgency: None | Threat: None | Impersonation: Possible (Jonny Cy may be impersonating a legitimate sender) | Language: Informal and provocative | Intent: Malicious (likely to trick the user into visiting a malicious site)
160,False,True,False,high,8,groq_llama,0.8,Urgency to complete a survey | Promise of a reward for participating | Request for sensitive information (email address for unsubscribe) | Lack of personalization despite claiming to know the recipient's preferences | Impersonation of a well-known brand (Casual Male XL)
161,False,True,False,high,13,groq_llama,0.8,"Sender uses a free email provider | Urgency: None | Threat: None | Impersonation: Possible (Rara Avis may be impersonating a legitimate sender) | Credential theft indicators: 'Do You Yahoo' and 'http://mail.yahoo.com' are attempts to redirect the user to a legitimate-looking Yahoo page, potentially to steal credentials"
162,False,False,True,low,1,groq_llama,0.0,Sender uses a free email provider | The email appears to be a legitimate discussion thread from a Python mailing list.
163,False,False,True,low,0,groq_llama,0.0,"The email appears to be a genuine conversation between two individuals, Roger Meyer and Tony Meyer, discussing a quiz theme."
164,True,True,True,medium,5,groq_llama,0.0,"Urgency is not present in the email, but it's trying to engage the user with a list of top 10 stories. | The email is impersonating CNN.com, but the sender's email address is not a legitimate CNN.com address. | The email is trying to engage the user with a list of top 10 stories, but it's not clear what the purpose of the email is. The sender's email address is not a legitimate CNN.com address."
165,True,False,False,low,0,rule_based_fallback,0.0,"Fallback rule-based semantic analysis used. Error: Expecting ',' delimiter: line 6 column 27 (char 141)"
166,False,True,False,medium,5,groq_llama,0.5,"The email is a reply to a previous conversation, which could be a legitimate attempt to engage with the recipient. | The email is from a sender with a non-standard email address (iybz@pobox.com), which could be an attempt to impersonate a well-known figure in the Python community (Guido). | The email's content and sender's address raise some suspicions, but the risk is low due to the lack of explicit threats or urgent requests."
167,True,True,True,high,12,groq_llama,0.8,"Urgency: The email creates a sense of urgency with the phrase 'Cheat your way into Ivy League' | Social Engineering: The email tries to create a sense of exclusivity and prestige with the mention of Ivy League | Impersonation: The email is impersonating CNN, but the sender's email address is suspicious | The email asks you to click on a link to manage your settings, which could potentially lead to phishing | The email is impersonating CNN, but the sender's email address is suspicious"
168,False,False,True,low,0,groq_llama,0.0,"The email appears to be a genuine call for applications for a scholarship award, with no signs of phishing or malicious intent."
169,True,True,True,high,12,groq_llama,0.8,"Urgency is not explicitly stated, but the use of multiple keywords like 'excellent', 'passport', and 'ministry' may be an attempt to create a sense of importance. | The email contains a long, nonsensical body, which may be an attempt to overwhelm the recipient and make them more susceptible to phishing. | The email may be attempting to trick the recipient into revealing sensitive information, such as passport details. | The email appears to be impersonating a government agency or ministry, as indicated by the use of the word 'ministry' in the subject line. | The email's subject line and body contain a mix of nonsensical words and keywords that may be an attempt to create a sense of urgency and importance."
170,True,True,True,high,10,groq_llama,0.8,Urgency is implied by the promise of 'just few months' results | The email uses a personal and emotional appeal ('buy her lover') to create a sense of interest | The email promises 'free consultations with licensed physicians' which may be a tactic to gain trust | The email does not clearly state the sender's affiliation or purpose | The sender's email address 'ynjuncture@coopsei.com' may be spoofed or fake
171,True,True,True,high,8,groq_llama,0.7,"Urgency is not explicitly stated, but the email is trying to engage the user with a sense of importance by listing top 10 stories. | The email is trying to create a sense of FOMO (fear of missing out) by listing recent events. | The sender's email address is auseated_1983@2hb.co.uk, which does not match the typical CNN.com email address format. | The email is trying to impersonate CNN.com by using their logo and branding. | The email is semantically suspicious due to the unusual sender email address and the attempt to impersonate CNN.com."
172,True,True,True,high,7,groq_llama,0.7,"Sender uses a free email provider | Urgency (limited proposal until 30th of September) | Personal life and intimacy as a topic to gain trust | The email uses a personal topic to gain trust and creates a sense of urgency, but lacks specific details and a clear call-to-action."
173,True,True,True,high,10,groq_llama,0.8,"Urgency is implied by the promise of 'lower price' | The email uses a vague and unclear subject line | The sender's email address is suspicious and may be spoofed | The sender's email address is not a standard or well-known email address | The email's language and subject line suggest a phishing attempt, and the sender's email address is suspicious."
174,False,False,True,low,1,groq_llama,0.0,Sender uses a free email provider
175,False,False,True,low,0,groq_llama,0.0,
176,False,False,True,low,0,groq_llama,0.0,
177,True,True,True,medium,5,groq_llama,0.5,"Urgency is not explicitly mentioned, but the tone is promotional and trying to create a sense of trust. | The sender's email address is not a typical business email address, which could be a red flag. | The email's language and tone are overly promotional, and the sender's email address is suspicious."
178,False,False,True,low,0,groq_llama,1.0,The email appears to be a genuine discussion on a technical topic and does not exhibit any suspicious language or intent.
179,False,False,True,low,0,groq_llama,0.0,
180,True,True,True,high,10,groq_llama,0.8,"Urgency: The email tries to create a sense of urgency by providing a list of top 10 videos and stories, which may encourage the recipient to click on the links without verifying their authenticity. | Impersonation: The email is impersonating CNN.com, but the sender's email address is reyof0@paulhermanmotorcars.com, which is not a legitimate CNN.com email address. | The email is semantically suspicious due to its attempt to impersonate CNN.com and create a sense of urgency."
181,True,True,True,high,8,groq_llama,1.0,Urgency: None | Threat: None | Impersonation: None | Urgency: None | Threat: None
182,False,False,True,low,0,groq_llama,0.0,"The email is a legitimate discussion on a Python mailing list, discussing a proposed feature for the Python language."
183,False,False,True,low,0,groq_llama,1.0,The email appears to be a genuine discussion on a Python development mailing list.
184,False,False,True,low,0,rule_based_fallback,0.0,"Fallback rule-based semantic analysis used. Error: Expecting ',' delimiter: line 6 column 60 (char 177)"
185,False,False,True,low,0,groq_llama,0.0,
186,True,True,True,high,10,groq_llama,0.8,"Urgency is implied with the use of '2008' to create a sense of time-limited opportunity | The email uses a sensational and exaggerated claim ('super size', 'gains of up to 13 inches guaranteed') to grab attention | The email uses a fake sense of authority ('rated as 1 by healthcare professionals') to build trust | The sender's email address is suspicious and may be a fake or spoofed address | The email contains language and tactics commonly used in phishing and spam emails, including exaggerated claims, fake authority, and a suspicious sender address."
187,False,True,False,medium,4,groq_llama,0.5,"Sender uses a free email provider | The email is a reply to a previous conversation, which may be a legitimate reason for the sender to reach out. | The email is a reply to a legitimate conversation, but it may be used as a pretext for phishing if the sender were to ask for sensitive information."
188,True,True,True,high,10,groq_llama,1.0,"Urgency is not explicitly stated, but the tone is unusual and may be intended to create a sense of curiosity. | The sender's email address is not a typical corporate or government email address, which may indicate impersonation. | The email contains a cryptic and potentially malicious link, and the sender's email address is suspicious."
189,True,True,True,high,10,groq_llama,0.8,"Urgency: The email creates a sense of urgency by stating 'Try it today'. | Social Proof: The email claims to help the recipient achieve their dreams of 'super size', implying a sense of social proof. | Lack of Personalization: The email does not address the recipient by name, which is unusual for a legitimate email. | Impersonation: The email may be impersonating a legitimate company or individual, as it uses a generic subject line and a suspicious sender email address. | The email's language and intent are suspicious, and it may be a phishing attempt."
190,False,False,True,low,0,groq_llama,0.0,"The email appears to be a genuine notification from a project management system, and there are no obvious signs of phishing or social engineering."
191,False,False,True,low,1,groq_llama,0.0,Sender uses a free email provider
192,True,True,True,high,10,groq_llama,0.8,"Urgency is not explicitly stated, but the email is trying to engage the user with a list of top 10 videos and stories. | The email is trying to create a sense of curiosity and interest in the user by providing a list of sensational and attention-grabbing headlines. | The sender's email address 'nepaksde_1985@1andchuta.com' is not a legitimate CNN email address. | The email is trying to impersonate CNN by using their logo and branding, but the sender's email address is suspicious. | The email is semantically suspicious due to the sender's email address and the attempt to impersonate CNN."
193,False,False,True,low,0,groq_llama,0.0,
194,True,True,True,high,10,groq_llama,0.8,"Urgency is not explicitly mentioned, but the tone is playful and attention-grabbing | The email asks the recipient to take part in a poll, which could be a tactic to gather information | The email mentions a third-party email client, which could be a phishing attempt | The sender's email address appears to be from a school domain, but the subject and body do not match the typical tone of a school email | The email's subject and body do not match the typical tone of a school email, and the mention of a third-party email client raises suspicions"
195,False,True,False,high,7,groq_llama,0.0,"The email contains a link to a SourceForge.net tracker, which may be used to phish for credentials. | The email contains a link to a SourceForge.net tracker, which may be used to phish for credentials. | The email is from SourceForge.net, but it contains a link to a tracker that may be used to phish for credentials. | The email contains a link to a SourceForge.net tracker, which may be used to phish for credentials."
196,True,True,True,high,12,groq_llama,0.8,Urgency to buy low cost generic pharmaceutical products | Use of a trusted and fully licensed International online store | Promise of incredibly low prices | Use of a Verified by VISA claim to gain trust | Request for confidential purchase
197,True,True,True,medium,5,groq_llama,0.0,"Urgency is not present in the email, but it's trying to engage the user with a list of top 10 stories. | The email is trying to impersonate CNN.com by using their logo and branding. | The sender's email address is not a legitimate CNN.com email address. | The email is trying to impersonate CNN.com by using their logo and branding. | The email is trying to impersonate CNN.com and engage the user with a list of top 10 stories."
198,False,False,True,low,0,groq_llama,0.0,
199,False,True,False,medium,5,groq_llama,0.5,"The email asks the recipient to email the sender with questions and bids, which could be a way to initiate a conversation and build trust. | The email is from a generic sender address (xycn-vtnhz@perl.org) and does not appear to be from a legitimate company or organization. | The email is a job posting, but it asks the recipient to email the sender with questions and bids, which could be a way to initiate a conversation and build trust."
